customer_id,name,home_country,avg_transaction_amount,typical_hour_start,typical_hour_end,favorite_category,monthly_transaction_count
CUST_0064,Patricia Graves,India,4180.870828986653,8,18,healthcare,13
CUST_0065,Alyssa Mendoza,India,3258.1442110466223,10,19,electronics,40
CUST_0066,Katherine Richmond,India,3587.2037444479556,8,18,restaurant,14
CUST_0067,Tamara Mays,India,2818.8333881865074,10,22,hotel,14
CUST_0068,Leslie Ballard,India,2262.976221827704,8,20,healthcare,7
CUST_0069,Rebecca Petty,India,4514.838255327078,9,19,restaurant,27
CUST_0070,Danielle Porter,India,3944.5579609829247,11,22,travel,20
CUST_0071,Hunter Walker,India,4350.107341855827,9,21,grocery,16
CUST_0072,Jack Williamson,India,3735.509464424394,10,21,entertainment,22
CUST_0073,Richard Wong,India,964.14964630751,8,21,grocery,35
CUST_0074,Cody Brown,India,1267.6818442191893,11,20,shopping,19
CUST_0075,Anthony Anderson,India,1270.0330265878831,9,21,healthcare,22
CUST_0076,Anne Cabrera,India,4348.894121745375,10,20,hotel,30
CUST_0077,Austin Mooney,India,3461.6869681292656,10,18,restaurant,21
CUST_0078,Joe Richardson,India,1057.1255176278255,10,18,restaurant,32
CUST_0079,Natasha Lane,India,1859.2981360630413,10,21,online,37
CUST_0080,Sandra Pearson,India,755.0997633407862,9,20,grocery,32
CUST_0081,Robert Garcia,India,208.11813544942143,9,20,fuel,9
CUST_0082,Nancy White,India,4754.597532662308,10,22,healthcare,12
CUST_0083,Dr. Edward Jones,India,3654.8204624669606,10,22,shopping,31
CUST_0084,Sean Burnett,India,1765.6779433155193,10,22,travel,17
CUST_0085,Joanna Howell,India,2218.14240210996,11,19,online,24
CUST_0086,Chelsea Vargas,India,2149.160810039182,8,20,shopping,18
CUST_0087,Mary Chambers,India,2263.463119951206,10,21,electronics,33
CUST_0088,Ms. Amy Bond,India,3443.0107193124795,11,19,restaurant,23
CUST_0089,Paula Chambers,India,2674.169647593039,10,18,entertainment,24
CUST_0090,Christina Hughes,India,1278.2751967869838,9,19,grocery,7
CUST_0091,Cynthia Blake,India,1375.2442115760807,11,22,restaurant,34
CUST_0092,Amy Lee,India,2189.316852789053,9,21,electronics,30
CUST_0093,Gail Brady,India,1371.1253099765065,8,18,fuel,19
CUST_0094,Larry Frederick,India,1044.256072191352,11,18,hotel,20
CUST_0095,Steven Bennett,India,4603.856069386113,8,21,travel,34
CUST_0096,John Humphrey,India,3404.373116414495,10,21,online,37
CUST_0097,Rita Cook,India,2248.3556329215467,11,19,electronics,33
CUST_0098,Tonya Strickland,India,1444.1194326320929,9,20,hotel,36
CUST_0099,David Decker,India,3208.39249751255,10,21,restaurant,23
CUST_0100,Rodney Lewis,India,1325.5691744702497,10,20,hotel,10
CUST_0101,Virginia Hill,India,864.1954952775475,9,21,travel,18
CUST_0102,Judy Ellis,India,508.2984834266147,11,20,hotel,34
CUST_0103,Mitchell Brown,India,2195.7163236951483,9,21,fuel,6
CUST_0104,Jacqueline Petersen,India,4312.313755058884,11,21,grocery,27
CUST_0105,Jill Andrews,India,1633.3407313874404,11,21,hotel,39
CUST_0106,Kelsey Zuniga,India,4039.367220518085,9,21,entertainment,22
CUST_0107,Joseph Adams,India,2292.0126850238557,8,21,healthcare,30
CUST_0108,Dr. Russell Hughes,India,3676.070612610986,11,19,online,39
CUST_0109,Michael Stuart,India,329.4389691446609,11,22,online,6
CUST_0110,Evelyn Perez,India,602.947818377601,11,19,electronics,16
CUST_0111,Charles Barker,India,441.36624074541226,11,20,entertainment,34
CUST_0112,Emily Dunlap,India,1768.859863430281,11,20,fuel,21
CUST_0113,Tammy Mayo,India,4207.572391578182,11,18,hotel,8
CUST_0114,Mrs. Maureen Watts,India,4999.557576844204,10,19,restaurant,7
CUST_0115,Michelle Johnson,India,3820.3193794857257,9,19,grocery,14
CUST_0116,Cynthia Sullivan,India,1345.015721066748,11,18,online,18
CUST_0117,Patricia Williams,India,2432.1631204890596,10,20,travel,12
CUST_0118,Gail Malone,India,3933.4010536420765,9,20,restaurant,6
CUST_0119,Morgan Hernandez,India,4658.658408354184,11,21,entertainment,9
CUST_0120,Monique Rogers,India,3042.0697339992907,9,18,shopping,12
CUST_0121,Christopher Dennis,India,4021.8906396810175,8,20,hotel,32
CUST_0122,David Carter,India,3375.3024352993084,8,22,healthcare,5
CUST_0123,Christopher Franklin,India,4277.963009597971,11,18,fuel,28
CUST_0124,Linda Anderson,India,3250.8085092869405,11,19,fuel,16
CUST_0125,Alexis Kirk,India,3722.217459264281,10,22,hotel,35
CUST_0126,Joshua Oliver,India,2431.3941038456373,10,20,entertainment,10
CUST_0127,Jared Huff,India,1538.855596123857,11,19,electronics,29
CUST_0128,Gail Wright,India,1814.7037754786013,11,20,travel,36
CUST_0129,John Williams,India,1218.175280862747,10,20,shopping,22
CUST_0130,Jason Lang,India,2867.796934014002,9,18,entertainment,31
CUST_0131,Taylor Huang,India,2545.1736648741794,9,21,electronics,33
CUST_0132,Christina Lucas,India,4006.0777670351235,8,20,entertainment,30
CUST_0133,Stacy Bennett,India,3520.5783454169687,10,22,healthcare,35
CUST_0134,Stephen Garcia,India,2856.6701840491983,10,21,hotel,26
CUST_0135,Philip Payne,India,1888.690532548008,11,20,shopping,21
CUST_0136,Susan Bell,India,1306.5825982328372,9,20,restaurant,39
CUST_0137,Gregory Morales,India,4764.212289888486,9,19,entertainment,35
CUST_0138,Ricky Velasquez,India,1527.1982094497084,10,18,entertainment,23
CUST_0139,Andrea Hale,India,1291.9191847162626,9,20,grocery,39
CUST_0140,Patricia Alvarado,India,807.5982072703118,8,18,hotel,23
CUST_0141,Kristen Williams,India,3547.6034859689335,9,21,restaurant,5
CUST_0142,Kelly Evans,India,2955.5082542063947,11,21,electronics,26
CUST_0143,Tristan Hernandez,India,1084.9456178723922,8,20,electronics,12
CUST_0144,Patrick Navarro,India,4146.155097437266,11,21,restaurant,8
CUST_0145,James Perkins,India,928.2896333645908,10,18,entertainment,12
CUST_0146,Michael Davis,India,2878.750566164617,11,22,online,19
CUST_0147,Jonathan Jennings,India,3923.328990551443,11,21,electronics,24
CUST_0148,Edward Reese,India,4328.7999959656645,11,20,online,8
CUST_0149,William Davis,India,3126.2283787766255,8,19,entertainment,21
CUST_0150,Ann Burton,India,3370.0550585217757,9,19,travel,40
CUST_0151,Chad Chang,India,560.311370725606,8,21,electronics,35
CUST_0152,Anthony Hatfield,India,1598.0445873489325,9,20,shopping,34
CUST_0153,Robert Richardson,India,541.6628487367004,9,20,online,17
CUST_0154,Mrs. Jamie Chavez,India,2240.667037300216,9,19,shopping,14
CUST_0155,Karen Spencer,India,542.7672169079078,9,20,online,23
CUST_0156,Jean Holmes,India,2307.9365536339396,11,20,fuel,22
CUST_0157,Kevin Bentley,India,2602.266450166043,11,21,restaurant,7
CUST_0158,David Macdonald,India,4469.2298686037775,10,22,shopping,6
CUST_0159,Misty Warren,India,638.369055828729,8,20,online,7
CUST_0160,Christopher Evans,India,3862.9232200241863,9,21,hotel,33
CUST_0161,Kristine Shepard,India,4597.149382048484,9,22,fuel,36
CUST_0162,Robin Harrison,India,4851.465133115377,11,20,fuel,26
CUST_0163,Margaret Owens,India,1741.0796285915435,8,19,healthcare,31
CUST_0164,Cody Gonzalez,India,3529.633635120476,10,21,hotel,7
CUST_0165,Angie Mathews,India,2383.1643612883013,10,20,healthcare,12
CUST_0166,Rachel Cruz,India,4856.88668868117,11,22,grocery,39
CUST_0167,David Black,India,2417.486455914291,8,19,hotel,28
CUST_0168,Tyler Vance,India,3188.642588488214,11,21,grocery,18
CUST_0169,Jonathan Stanley,India,1481.8699437100759,9,20,electronics,36
CUST_0170,Christopher Alvarado,India,782.8452001405752,9,19,shopping,40
CUST_0171,Gregory Lang,India,265.6374294370913,11,18,entertainment,12
CUST_0172,Jessica Lane,India,2414.9498920581605,8,19,electronics,23
CUST_0173,Adam Chase,India,2642.5856723336565,10,21,electronics,35
CUST_0174,Nathan Anderson,India,1369.908349160664,9,21,entertainment,37
CUST_0175,Melvin Gutierrez,India,3782.2042183635085,9,18,shopping,31
CUST_0176,April Bryant,India,1831.4011669486185,10,18,shopping,24
CUST_0177,Laura Hill,India,4219.8844285108225,11,19,electronics,39
CUST_0178,Aaron Lutz,India,2524.8386506482575,10,22,hotel,29
CUST_0179,Stacy Oliver,India,2385.654160959205,10,19,entertainment,29
CUST_0180,Anthony Morris,India,1321.0997410778868,11,18,healthcare,35
CUST_0181,Dwayne Roth,India,3585.093828920012,11,21,travel,36
CUST_0182,Jeremy Bennett,India,4831.1573041803695,9,22,online,26
CUST_0183,Kent Jacobs,India,4374.561504138634,11,18,hotel,34
CUST_0184,Alicia Simpson,India,273.66846999325105,9,21,travel,9
CUST_0185,Angel Adams,India,2453.554884726713,10,20,online,30
CUST_0186,Kimberly Richardson,India,3319.2159323805085,10,22,fuel,25
CUST_0187,Amber Garcia,India,3208.636059238341,11,22,grocery,9
CUST_0188,Kathryn Nguyen,India,1326.8971668897034,10,19,restaurant,32
CUST_0189,Jimmy Martinez,India,4896.021095458619,8,21,travel,24
CUST_0190,Jennifer Cooper,India,4536.435497842333,8,20,grocery,23
CUST_0191,Christopher Osborn,India,1920.6240430417447,11,19,entertainment,38
CUST_0192,Patricia Pearson,India,2177.848395082762,9,19,travel,10
CUST_0193,Richard Mcdaniel,India,3125.5605770649763,11,22,entertainment,36
CUST_0194,Michael Hill,India,4581.579276913063,9,19,electronics,21
CUST_0195,William Davis,India,2405.9383960483087,8,21,shopping,39
CUST_0196,Emily Smith,India,958.2829859445774,11,20,online,24
CUST_0197,Jennifer Ruiz,India,3266.9057713280586,11,20,electronics,24
CUST_0198,Margaret Coleman,India,1156.2415957226833,11,21,restaurant,20
CUST_0199,Sean Wilkinson,India,2030.5486287566193,10,22,shopping,23
CUST_0200,Kimberly Thompson,India,305.31006972591206,11,20,grocery,8
CUST_0201,William Moreno,India,4570.961377849811,11,20,entertainment,27
CUST_0202,Julie Graham,India,1251.2217868549062,9,22,shopping,13
CUST_0203,Wayne Cooper,India,3215.590897697112,8,20,electronics,7
CUST_0204,Bethany Brown,India,2981.9542657683332,9,18,shopping,25
CUST_0205,Benjamin Burgess,India,3787.908151704183,9,19,travel,39
CUST_0206,Stacy Patterson,India,4407.010864191875,10,22,hotel,22
CUST_0207,Kelsey Woodward,India,4186.268573923508,10,21,shopping,26
CUST_0208,Jane Porter,India,4060.316185301651,11,18,travel,19
CUST_0209,Susan Castillo,India,4328.674865114344,11,22,healthcare,10
CUST_0210,Sonya Schmidt,India,3995.2734492268996,8,20,hotel,12
CUST_0211,Catherine Taylor,India,2382.9729331225985,10,22,fuel,28
CUST_0212,Rachel Wilkinson,India,720.0612905563073,9,21,grocery,40
CUST_0213,Jim Foster,India,1774.4301527234043,9,18,electronics,24
CUST_0214,Bryan Calderon,India,3316.3493421660373,8,19,grocery,7
CUST_0215,Scott Castro,India,1660.9500049088251,11,18,restaurant,20
CUST_0216,Susan Johnson,India,4458.8446809368115,9,21,electronics,28
CUST_0217,James Phillips,India,3418.333850480822,11,22,travel,31
CUST_0218,Richard Bennett,India,3343.625107968627,11,22,fuel,22
CUST_0219,Julia Wright,India,357.0381769042251,10,19,electronics,33
CUST_0220,Anthony Dominguez,India,4762.664815286849,10,18,healthcare,39
CUST_0221,Hannah Bush,India,4528.141819638343,10,18,fuel,22
CUST_0222,Laurie Webster,India,1111.0810983731817,8,21,restaurant,18
CUST_0223,Kelly Garcia,India,3280.1814427194445,8,18,healthcare,20
CUST_0224,Karen Molina,India,4946.340338918824,9,18,hotel,18
CUST_0225,Steven Palmer,India,3014.638801191497,9,20,travel,5
CUST_0226,George Velasquez,India,1530.9192606832783,9,19,hotel,21
CUST_0227,Rebecca Davis,India,4032.866353076593,8,18,travel,5
CUST_0228,Steven Phillips,India,1919.5629402393577,9,22,healthcare,6
CUST_0229,Adam Lewis,India,1036.3817667496505,8,19,fuel,38
CUST_0230,Caroline Hayes,India,745.5166725754237,8,21,electronics,28
CUST_0231,Ashley Harris,India,2663.54219652412,8,21,hotel,19
CUST_0232,Elizabeth Palmer,India,4737.99508625651,8,22,shopping,34
CUST_0233,Tyler Williams,India,3288.035284186346,8,18,electronics,30
CUST_0234,David Berry,India,2246.1133725439604,8,21,electronics,9
CUST_0235,Jesse Schultz,India,4516.480472592967,10,22,travel,9
CUST_0236,Brianna Garrison,India,805.7196238642691,10,21,online,38
CUST_0237,Jeffrey Carter,India,1615.5091805594711,11,18,restaurant,40
CUST_0238,Andrea Crawford,India,3660.031599956476,9,21,electronics,19
CUST_0239,Chad Acosta,India,2186.3051416491844,11,21,fuel,11
CUST_0240,Lisa Rodriguez,India,1700.2320799862384,10,20,healthcare,14
CUST_0241,Erin Hill,India,3496.740970241488,11,18,restaurant,10
CUST_0242,Justin Meyer,India,647.5044881776515,8,20,travel,40
CUST_0243,Regina Hernandez,India,487.9086942600635,10,18,fuel,27
CUST_0244,Alicia Smith,India,4393.315386724729,11,18,shopping,24
CUST_0245,Amanda Flores,India,1887.901691327115,9,19,electronics,19
CUST_0246,Tammy Mckay,India,4266.919271047773,10,22,healthcare,12
CUST_0247,Sydney Moore,India,3860.5070332968785,9,21,hotel,40
CUST_0248,Brittney Sims,India,326.0183909772003,10,18,travel,22
CUST_0249,Jennifer Miller,India,3572.954109754902,10,20,healthcare,5
CUST_0250,James Moore,India,1070.7466794203297,9,22,fuel,9
CUST_0251,Mark Mckinney,India,880.9983399260896,8,18,hotel,18
CUST_0252,George Rivera,India,2005.7331473767454,11,20,travel,28
CUST_0253,Allison Austin,India,1695.8593745802386,10,22,online,10
CUST_0254,John Harrington,India,4440.042485688048,9,19,online,8
CUST_0255,Kimberly Jones,India,3435.0498109429427,10,21,fuel,36
CUST_0256,Brandon Flores,India,3113.964835716874,11,20,entertainment,37
CUST_0257,Thomas Hendrix,India,746.3240389289684,11,18,shopping,36
CUST_0258,Michael Stephens,India,2729.283714311095,10,18,entertainment,30
CUST_0259,Dennis Baker,India,4925.3391599413735,8,18,entertainment,24
CUST_0260,Emily Nash,India,4737.555618687891,9,20,shopping,25
CUST_0261,Grace Vaughan,India,775.9248497866357,11,21,travel,13
CUST_0262,Zachary Walker,India,2024.9957394331338,9,22,hotel,27
CUST_0263,Wesley Love,India,545.9623836423576,8,21,grocery,34
CUST_0264,Mark Jones,India,4621.579685611579,10,22,fuel,30
CUST_0265,Angela Copeland,India,3605.595015530884,11,20,restaurant,30
CUST_0266,Stephanie Grimes,India,300.1114833187943,10,19,online,34
CUST_0267,Kevin West,India,4193.724382744194,10,18,fuel,11
CUST_0268,Bonnie Edwards,India,1367.9190791491217,11,22,restaurant,30
CUST_0269,Brandon Neal,India,4378.517197737976,10,19,healthcare,15
CUST_0270,Carl Joyce,India,566.6210118705014,8,22,hotel,17
CUST_0271,Carrie Morgan,India,4548.4291115842425,10,20,travel,20
CUST_0272,Stephen Reynolds,India,693.4617333332616,10,19,travel,14
CUST_0273,Christine Miller,India,3849.0334186250816,8,19,electronics,34
CUST_0274,Holly Smith,India,3821.3399611855316,11,22,online,25
CUST_0275,Albert Burgess,India,4348.384999190797,10,19,electronics,9
CUST_0276,Stacey Huff,India,2450.8212009265917,10,20,online,8
CUST_0277,Kelly Vaughn,India,1889.3226685763675,8,20,electronics,33
CUST_0278,Karen Kent,India,380.51477874124197,10,20,restaurant,10
CUST_0279,Jacqueline Lewis,India,3152.040264394753,11,21,online,40
CUST_0280,Elizabeth Mitchell,India,4780.311088269393,8,21,online,17
CUST_0281,Rebecca Miller,India,1743.3284618260561,11,22,travel,8
CUST_0282,David Cunningham,India,2362.510923272438,10,18,hotel,16
CUST_0283,Matthew Higgins,India,387.8822057632343,11,21,hotel,38
CUST_0284,Glenn Hampton,India,3127.0659503488373,10,20,shopping,29
CUST_0285,Emily Collins,India,2162.0931067871375,10,22,grocery,26
CUST_0286,Sarah White,India,516.3769005426439,8,22,fuel,23
CUST_0287,Brandi Good,India,1409.5797678375357,9,20,restaurant,14
CUST_0288,Sara White,India,4600.382984274177,10,21,travel,10
CUST_0289,Michael Wilson,India,1685.9930595966125,11,20,travel,38
CUST_0290,Joshua Williams,India,648.5742323169044,11,22,healthcare,6
CUST_0291,Ryan Smith,India,1940.468811113813,9,19,healthcare,36
CUST_0292,Ronald Haas,India,1121.625121589054,9,19,restaurant,23
CUST_0293,Kathryn Cervantes,India,4253.25626569224,8,22,hotel,38
CUST_0294,Joseph Sawyer,India,381.18796331629403,10,22,travel,29
CUST_0295,Joanna Stephens,India,940.4132543413833,9,22,travel,33
CUST_0296,Andrew Hansen,India,409.7236541816688,10,19,electronics,23
CUST_0297,Eric Miller,India,3811.4775925351328,11,19,hotel,20
CUST_0298,Brianna Conley,India,1685.4459035013901,11,19,healthcare,33
CUST_0299,Terry Soto,India,2416.063896516748,10,21,hotel,38
CUST_0300,Jeffrey Woods,India,2209.57196830278,9,19,online,13
CUST_0301,Marcus Krueger,India,4390.4092162848665,8,21,healthcare,40
CUST_0302,Julie Keith,India,4684.609059187998,8,20,restaurant,15
CUST_0303,Donald Wilkinson,India,1509.3982380385119,9,21,restaurant,19
CUST_0304,Jenna Sanders MD,India,4120.175628106403,10,18,fuel,8
CUST_0305,Janet Wilson,India,2102.9790342571896,10,19,fuel,10
CUST_0306,Thomas Patterson,India,1999.5808324052844,8,20,restaurant,26
CUST_0307,Adam Gonzalez,India,3998.627059914445,9,18,shopping,35
CUST_0308,Jacob Contreras,India,3541.1455451647216,9,21,electronics,5
CUST_0309,Nathan Cordova,India,4548.1159476957,8,20,entertainment,14
CUST_0310,Victoria Brock,India,2834.26037813041,11,18,shopping,20
CUST_0311,Tyler Chapman,India,1645.525734013856,8,19,fuel,34
CUST_0312,Cynthia Campbell,India,501.47432485310634,11,22,hotel,6
CUST_0313,Luke Kim,India,3233.3837216630836,9,19,shopping,32
CUST_0314,James Mcintosh,India,207.50881248031519,10,19,online,31
CUST_0315,Patrick Bautista,India,1099.1067766322362,8,22,healthcare,9
CUST_0316,Valerie Smith,India,4776.337654330472,8,21,electronics,7
CUST_0317,Ashley Perry,India,3251.219799049424,10,20,grocery,27
CUST_0318,Mark Ward MD,India,3984.8960781416736,10,19,restaurant,26
CUST_0319,Tricia Carter,India,840.3660313249472,10,22,healthcare,16
CUST_0320,Steven Zimmerman,India,4185.841552465293,11,21,travel,13
CUST_0321,Rebecca Navarro,India,502.8825777546782,11,18,shopping,17
CUST_0322,Bruce White,India,410.27012316379086,9,18,healthcare,24
CUST_0323,Allison Adams,India,2673.841228421594,11,20,grocery,17
CUST_0324,Michael Patterson,India,1573.3322986474336,8,20,shopping,12
CUST_0325,Adam Burns,India,4036.8435752875507,11,21,electronics,29
CUST_0326,Joseph Shepherd,India,1827.375816359171,9,21,electronics,28
CUST_0327,Leslie Walker,India,4636.690239809425,10,18,fuel,10
CUST_0328,Kevin Pearson,India,2266.9143296165453,9,22,shopping,25
CUST_0329,Timothy Ortiz,India,692.4699573541486,10,20,shopping,33
CUST_0330,Cindy Bennett,India,3092.583813106879,11,19,electronics,27
CUST_0331,Richard Bray,India,2346.2223664172348,10,22,fuel,22
CUST_0332,James Woods,India,3269.4526903639057,8,18,fuel,28
CUST_0333,Daniel Dougherty,India,2662.81289342985,9,18,travel,33
CUST_0334,Steve Foster,India,367.03503583300176,8,19,healthcare,28
CUST_0335,Carrie Ross,India,2037.701128106133,8,22,travel,33
CUST_0336,Steven Mendez,India,4754.352940474671,10,21,restaurant,13
CUST_0337,Gary Mcbride,India,2741.4074313741903,11,20,shopping,20
CUST_0338,Mrs. Kiara Glover,India,4810.496250871966,8,19,electronics,38
CUST_0339,Andrea Chapman,India,2057.5394241884646,8,20,shopping,33
CUST_0340,Ronald Nguyen,India,1229.9380420338548,10,21,entertainment,12
CUST_0341,Sonya Dunn,India,851.4964051065308,8,21,travel,33
CUST_0342,Lisa Burgess,India,4986.859539310601,10,20,restaurant,40
CUST_0343,Amy Taylor,India,2802.422533882699,10,19,travel,28
CUST_0344,Adam Sampson,India,2642.0275768366437,8,19,travel,20
CUST_0345,Sara Roberson,India,3993.790691877196,8,20,hotel,28
CUST_0346,Joseph Green,India,2443.548028600039,9,22,restaurant,9
CUST_0347,Harold Henson,India,1684.5954441366184,11,22,fuel,31
CUST_0348,Jeff Williams,India,4152.029117640275,8,19,healthcare,9
CUST_0349,Derrick Jenkins,India,2359.877579182381,10,19,hotel,16
CUST_0350,Joseph Phillips,India,3885.3518593167523,9,21,hotel,8
CUST_0351,Emily West,India,4190.675871044199,9,20,travel,15
CUST_0352,Melissa Mason,India,1748.7716055418668,9,20,hotel,23
CUST_0353,Bradley Farley,India,4260.481789548156,10,19,hotel,22
CUST_0354,Gabriel Patterson,India,800.8174166091329,10,22,hotel,10
CUST_0355,Andrew Burch,India,2612.3510947580608,9,22,online,14
CUST_0356,Marc Carroll,India,1021.7629906678031,10,22,grocery,6
CUST_0357,April Miles,India,589.8697034881754,10,19,online,31
CUST_0358,Jeffrey Hill,India,3166.920446359796,8,21,hotel,23
CUST_0359,Jonathan Green,India,3281.154988645917,10,21,entertainment,30
CUST_0360,Jack Smith,India,1627.6825828627632,8,18,travel,33
CUST_0361,Kerry Jones,India,2194.9843818277523,11,19,healthcare,14
CUST_0362,Mark Rodriguez,India,1700.3959963852785,10,20,fuel,13
CUST_0363,Stefanie Carr,India,3851.191975016839,8,20,entertainment,34
CUST_0364,Kelly Turner,India,788.1051636030079,11,19,travel,11
CUST_0365,Michael Price,India,442.9054006413933,11,22,fuel,20
CUST_0366,Ronald Anderson,India,4820.892090748816,9,20,online,25
CUST_0367,Julia Walker,India,1111.2036858721267,9,21,hotel,34
CUST_0368,Randy Nichols,India,2594.04660030874,10,21,grocery,10
CUST_0369,Rhonda Garner,India,4737.117459532339,11,19,entertainment,27
CUST_0370,Brandon Sanchez,India,433.55903806234846,10,21,online,35
CUST_0371,Jennifer Higgins,India,1571.5922309168843,8,18,fuel,13
CUST_0372,William Parks,India,4435.787508409246,10,21,healthcare,7
CUST_0373,Lance Cox,India,2122.7917808708316,9,20,hotel,23
CUST_0374,Kelsey Hale,India,552.9523987656407,11,22,shopping,12
CUST_0375,Kimberly Goodman,India,817.5842753082328,8,21,healthcare,26
CUST_0376,Sean Gallegos,India,2877.5928237062176,10,19,entertainment,37
CUST_0377,Jonathan Greer,India,2126.6580045251094,8,18,grocery,13
CUST_0378,Ronnie Mills,India,3625.240862359072,11,22,electronics,14
CUST_0379,Jason Sawyer,India,3110.05050753826,9,20,online,25
CUST_0380,John Lewis,India,980.009820209309,10,22,healthcare,37
CUST_0381,Jake Taylor DDS,India,4175.789052595404,11,22,shopping,35
CUST_0382,Erin Davis,India,4115.5943995703565,10,20,restaurant,31
CUST_0383,Donald Garner,India,3001.770280874174,8,22,electronics,21
CUST_0384,Caitlin Murphy,India,4841.9393416258445,9,18,online,35
CUST_0385,Jill Owens,India,1018.4578963839648,11,19,entertainment,7
CUST_0386,Tony Brown,India,2948.3373027398047,8,19,grocery,33
CUST_0387,Jessica Reed,India,1705.723920540105,9,21,entertainment,31
